web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713199304-790,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=479,Rumah Ciputat Murah 24 Menit Ke Mal Cinere,https://www.99.co/id/properti/1004159574,1200000000,"Ciputat, Tangerang Selatan",0,3,2,79,65,,4,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713199322-811,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004159977,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199332-812,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Pamulang SHM 15 Menit Ke Stasiun KRL,https://www.99.co/id/properti/rumah-dijual-800jt-pamulang-1004158473,800000000,"Pamulang, Tangerang Selatan",2,3,2,78,65,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713199343-813,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004160050,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2199.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199353-814,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,DIJUAL CEPAT RUMAH  SIAP HUNI ALAM SUTERA TANGSEL,https://www.99.co/id/properti/1004160028,800000000,"Serpong Utara, Tangerang Selatan",5,2,1,84,60,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713199363-815,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004160120,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199373-816,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong  2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004160301,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2198.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199382-817,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004160405,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2199.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199391-818,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004160538,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199400-819,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,"Dijual Rumah 10x20m di Residence One, Serpong",https://www.99.co/id/properti/1004164629,3600000000,"Serpong, Tangerang Selatan",4,4,3,200,375,,0,2200.0,2,0.0,2.0,1,,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199411-820,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,"Dijual Rumah 10x20m di Residence One, Serpong",https://www.99.co/id/properti/1004164865,3600000000,"Serpong, Tangerang Selatan",4,4,3,200,375,,0,2200.0,2,0.0,2.0,1,,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199422-821,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah siap huni di cluster premium discovery bintaro jaya,https://www.99.co/id/properti/1004164940,4300000000,"Bintaro Jaya Sektor 9, Pondok Aren, Tangerang Selatan",3,4,4,150,175,Bintaro Jaya Sektor 9,0,4400.0,2,2.0,0.0,1,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199433-822,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,dijual Rumah bagus siap huni semi furnished simple modern style Bintaro Jaya sektor 4,https://www.99.co/id/properti/rumah-dijual-2mily-pondok-aren-1004015705,2200000000,"Bintaro Jaya Sektor 4, Pondok Aren, Tangerang Selatan",3,3,2,153,100,Bintaro Jaya Sektor 4,0,2200.0,1,2.0,0.0,1,,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199444-823,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,"Call 0821-4428-xxxx, Rumah Dijual 800 Juta di Bambu Apus Pamulang, 800 Juta untuk Rumah Impian: Kesempatan Emas Dapatkan Rumah di Bambu Apus Pamulang!",https://www.99.co/id/properti/1004165599,815000000,"Pamulang, Tangerang Selatan",2,2,1,85,46,,0,1300.0,1,1.0,0.0,0,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1713199455-824,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Dijual rumah baru 2 lantai siap huni siap AJB dekat bintaro CPA3 4275,https://www.99.co/id/properti/1004165811,1600000000,"golden prime bintaro, Ciputat, Tangerang Selatan",0,3,2,63,855,golden prime bintaro,3,2200.0,1,2.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199465-825,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah hook the zora,https://www.99.co/id/properti/1004166298,7000000000,"Serpong, Tangerang Selatan",4,6,6,163,198,,0,11000.0,3,1.0,2.0,1,,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199475-826,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Renov Total Siap Huni di Alam Sutera Serpong Tangerang Selatan Banten.,https://www.99.co/id/properti/1004168161,4500000000,"Serpong Utara, Tangerang Selatan",5,4,3,240,299,,0,10000.0,2,4.0,2.0,1,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199486-827,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Dijual Rumah Cluster Cantik Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1000312227,1350000000,"Serpong, Tangerang Selatan",4,2,2,102,86,,0,2200.0,1,1.0,0.0,2,Utara,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199496-828,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Dijual Rumah 2 Lantai Dalam Perumahan Pamulang,https://www.99.co/id/properti/1004169567,1300000000,"Pamulang, Tangerang Selatan",2,5,2,95,140,,0,1300.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713199507-829,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,rumah bebas custom 2 lantai di serpong/ciledug,https://www.99.co/id/properti/1004169725,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,65,45,,0,1300000.0,2,1.0,0.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713199517-830,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=478,Rumah Dijual di Pamulang Kedaung Dekat Stasiun dan Pintu Tol,https://www.99.co/id/properti/1004169731,2500000000,"Pamulang, Tangerang Selatan",2,5,3,270,250,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713199532-851,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Jual Jarang Ada Rumah Cluster Aruna Alam Sutera,https://www.99.co/id/properti/1004169795,9000000000,"Serpong Utara, Tangerang Selatan",5,4,4,350,305,,3,5500.0,2,2.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199543-852,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Anggrek Loka Rumah Bagus Sudah SHM di Graha Raya,https://www.99.co/id/properti/1004169792,2350000000,"Graha Raya, Serpong Utara, Tangerang Selatan",5,3,2,160,180,Graha Raya,0,5500.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713199553-853,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,rumah hook bebas custom dalam 2 lantai di bintaro/tangerang,https://www.99.co/id/properti/1004169856,600000000,"Serpong, Tangerang Selatan",4,3,2,65,45,,0,1300000.0,2,1.0,0.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713199561-854,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Jual Rumah Tinggal Hook Dekat Kantor Walikota di Ciputat Serua,https://www.99.co/id/properti/1004169859,2250000000,"Ciputat, Tangerang Selatan",0,3,2,291,200,,0,4400.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713199571-855,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Rumah Keren Anggrek Loka di Graha Raya,https://www.99.co/id/properti/1004169893,2350000000,"Graha Raya, Serpong Utara, Tangerang Selatan",5,3,2,160,180,Graha Raya,0,5500.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713199582-856,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Rumah Siap Huni Serpong Cicilan 2 Jt-an,https://www.99.co/id/properti/rumah-dijual-395jt-serpong-219863018,445000000,"Serpong, Tangerang Selatan",4,2,1,70,39,,0,1300.0,1,1.0,1.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713199593-857,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"Dijual Rumah 2 Lantai, Hoek, Sudah Renovasi,di Jalan Utama Cluster Graha Raya",https://www.99.co/id/properti/rumah-dijual-1mily-serpong-utara-1004170284,1900000000,"Graha Raya, Serpong Utara, Tangerang Selatan",5,4,3,120,120,Graha Raya,0,3500.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713199597-858,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Hunian Dengan Lokasi Strategis Di Serpong,https://www.99.co/id/properti/1004170602,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199601-859,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Hunian Nyaman Dan Aman Di Serpong,https://www.99.co/id/properti/1004170724,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199606-860,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Hunian Termurah Dengan Akses Tol Dekat,https://www.99.co/id/properti/1004170813,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199610-861,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Hunian Minimalis Di Deket Pusat Kota,https://www.99.co/id/properti/1004170909,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199620-862,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Lokasi Strategis, Rumah 2 Lantai""",https://www.99.co/id/properti/1004170945,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199631-863,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Lokasi Strategis, Rumah 2 Lantai""",https://www.99.co/id/properti/1004171018,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199642-864,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Hunian Termurah Keamanan 24 Jam,https://www.99.co/id/properti/1004171040,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199652-865,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Mulai 700 Juta: Rumah Inden di BSD""",https://www.99.co/id/properti/1004171098,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199664-866,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Mulai 700 Juta: Rumah Inden di BSD""",https://www.99.co/id/properti/1004171167,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199675-867,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Hunian Minimalis di BSD, Serpong""",https://www.99.co/id/properti/1004171327,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199685-868,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Hunian Minimalis di BSD, Serpong""",https://www.99.co/id/properti/1004171391,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199696-869,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,"""Desain Elegan: Type 60/55, BSD""",https://www.99.co/id/properti/1004171465,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199706-870,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=477,Rumah yang aman dan nyaman dengan harga terjangkau (Uniqo Cluster Serpong),https://www.99.co/id/properti/1004171148,567000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2198.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713199723-891,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Desain Elegan: Type 60/55, BSD""",https://www.99.co/id/properti/1004171546,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199727-892,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Hunian Termurah Dan Nyaman Di Serpong,https://www.99.co/id/properti/1004171573,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199737-893,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004171305,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199745-894,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden Murah di Cluster Uniqo""",https://www.99.co/id/properti/1004171733,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199754-895,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Hunian Minimalis Dan Modern Di Serpong,https://www.99.co/id/properti/1004171793,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199763-896,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden Murah di Cluster Uniqo""",https://www.99.co/id/properti/1004171902,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199773-897,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004171870,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199784-898,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Cluster Uniqo Serpong: Lokasi Strategis""",https://www.99.co/id/properti/1004171999,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199796-899,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Hunian Termurah Dekat Pusat Pendidikan,https://www.99.co/id/properti/1004172006,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199802-900,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Cluster Uniqo Serpong: Lokasi Strategis""",https://www.99.co/id/properti/1004172103,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199807-901,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004172145,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199814-902,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden 2 Lantai, BSD, Tangerang""",https://www.99.co/id/properti/1004172194,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199818-903,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Hunian Modern Dengan Keamanan 24 Jam Di Serpong,https://www.99.co/id/properti/1004172187,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199828-904,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden 2 Lantai, BSD, Tangerang""",https://www.99.co/id/properti/1004172244,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199839-905,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Type 60/55: Harga Terjangkau, BSD""",https://www.99.co/id/properti/1004172277,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199848-906,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,Hunian Murah Dekat Pusat Perbelanjaan,https://www.99.co/id/properti/1004172264,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199856-907,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Type 60/55: Harga Terjangkau, BSD""",https://www.99.co/id/properti/1004172323,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199866-908,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden Modern di BSD""",https://www.99.co/id/properti/1004172358,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199874-909,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Rumah Inden Modern di BSD""",https://www.99.co/id/properti/1004172394,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199881-910,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=476,"""Beli Rumah Inden, Mulai 700 Juta""",https://www.99.co/id/properti/1004172481,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199894-931,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004172518,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199902-932,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,"""Beli Rumah Inden, Mulai 700 Juta""",https://www.99.co/id/properti/1004172537,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199912-933,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Hunian Termurah Untuk Keluarga Muda Di Serpong,https://www.99.co/id/properti/1004172710,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199921-934,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Hunian Termurah Lokasi Strategis Di Serpong,https://www.99.co/id/properti/1004172802,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199931-935,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Hunian Termurah Di Serpong,https://www.99.co/id/properti/1004172846,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713199936-936,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Dijual Rumah Sudah SHM di Kencana Loka BSD,https://www.99.co/id/properti/1004172814,2600000000,"Serpong, Tangerang Selatan",4,4,3,200,220,,0,4400.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713199942-937,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Bintaro Hills Cluster Nyama Dekat Bintaro Jaya UPJ BXC Toll,https://www.99.co/id/properti/rumah-dijual-20tril-ciputat-561829228,2080000000,"Ciputat, Tangerang Selatan",0,4,3,110,100,,0,2200.0,2,2.0,0.0,0,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713199953-938,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004172979,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199963-939,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Mewah Seperti Vila Di Cluster Carribean Delatinos BSD Tangerang,https://www.99.co/id/properti/1004172954,5700000000,"delatinos bsd, Serpong, Tangerang Selatan",4,4,3,224,360,delatinos bsd,0,6400.0,2,2.0,1.0,1,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199967-940,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004173085,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199978-941,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004173190,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199989-942,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,"""Hunian Minimalis di Cluster Uniqo Serpong""",https://www.99.co/id/properti/1004173242,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199996-943,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,"""Hunian Minimalis di Cluster Uniqo Serpong""",https://www.99.co/id/properti/1004173291,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200004-944,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004173279,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
